id,name,ID,Date
3fb1abe0-07f2-5cc5-9656-8262b30131eb,System Drawing DLL Load,666ecfc7-229d-42b8-821e-1a8f8cb7057c,2020-05-02
783e2629-8152-56f9-b94e-2199914aec67,Remote Access Tool - Ammy Admin Agent Execution,7da7809e-f3d5-47a3-9d5d-fc9d019caf14,2024-08-05
cecd8f61-e9b2-5cb7-bc31-55a8fbf70781,Process Terminated Via Taskkill,86085955-ea48-42a2-9dd3-85d4c36b167d,2021-12-26
8e7d6ff3-994f-54c7-b98f-6b5e09e860d7,Suspicious New Instance Of An Office COM Object,9bdaf1e9-fdef-443b-8081-4341b74a7e28,2022-10-13
a6b0e74f-38ca-5e89-b536-5ff0f686cbe6,Remote Access Tool - ScreenConnect Remote Command Execution - Hunting,d1a401ab-8c47-4e86-a7d8-2460b6a53e4a,2024-02-23
6f8d52c5-1147-5332-8f85-9e6b3ea6527f,Set Files as System Files Using Attrib.EXE,bb19e94c-59ae-4c15-8c12-c563d23fe52b,2022-02-04
df91630c-8018-5a9b-942d-45f9b555067c,CodePage Modification Via MODE.COM,d48c5ffa-3b02-4c0f-9a9e-3c275650dd0e,2024-01-19
204802fb-321c-5080-85d8-c329ab931740,Execution From Webserver Root Folder,35efb964-e6a5-47ad-bbcd-19661854018d,2019-01-16
a8006c23-8c2f-5968-bbf8-df7100cd4c68,Suspicious Tasklist Discovery Command,63332011-f057-496c-ad8d-d2b6afb27f96,2021-12-11
8af275c2-cf44-5499-aa23-dbbbbf49c106,Curl.EXE Execution,bbeaed61-1990-4773-bf57-b81dbad7db2d,2022-07-05
004091ca-16a5-5aa5-ad7b-03ee421b2694,File or Folder Permissions Modifications,37ae075c-271b-459b-8d7b-55ad5f993dd8,2019-10-23
77cebe12-da14-5902-8e1c-ea4fc89e1e65,Diskshadow Child Process Spawned,56b1dde8-b274-435f-a73a-fb75eb81262a,2023-09-15
4923a1e7-117b-5834-b19e-ff4665fba783,Manual Execution of Script Inside of a Compressed File,95724fc1-a258-4674-97db-a30351981c5a,2023-02-15
40d13681-03c5-53bc-a381-3423d9996f68,Remote Access Tool - Cmd.EXE Execution via AnyViewer,bc533330-fc29-44c0-b245-7dc6e5939c87,2024-08-03
ba7c46be-7833-59cf-bde3-3c009929d446,Potential Password Reconnaissance Via Findstr.EXE,1a0f6f16-2099-4753-9a02-43b6ac7a1fa5,2023-05-18
c1e38340-4bc5-539b-84e6-a328d586e176,Potential CommandLine Obfuscation Using Unicode Characters,e0552b19-5a83-4222-b141-b36184bb8d79,2022-01-15
df610810-1700-5aee-a648-f85a29ecce33,Potential File Override/Append Via SET Command,65e4c134-ee52-4099-9e35-5e17a4b45c62,2024-08-22
78ce1367-8841-54d9-af2b-2c2437788795,EventLog Query Requests By Builtin Utilities,9cd55b6c-430a-4fa9-96f4-7cadf5229e9f,2023-11-20
eb592eea-16d7-5a9e-bc2b-53e190021322,Potential DLL Sideloading Activity Via ExtExport.EXE,fb0b815b-f5f6-4f50-970f-ffe21f253f7a,2021-11-26
6ea01c77-98e4-54ab-948a-86a6976c3275,Diskshadow Script Mode Execution,0c2f8629-7129-4a8a-9897-7e0768f13ff2,2020-10-07
68d7cc18-f99d-5fd7-ada3-705d733ca00b,Potential Suspicious Execution From GUID Like Folder Names,90b63c33-2b97-4631-a011-ceb0f47b77c3,2022-09-01
828d8a3a-fcf9-5861-b159-8ef7285ccbc0,Headless Process Launched Via Conhost.EXE,00ca75ab-d5ce-43be-b86c-55ff39c6abfc,2024-07-23
be556396-bb14-5235-88ad-383461f877bc,Regsvr32.EXE Calling of DllRegisterServer Export Function Implicitly,ce2c44b5-a6ac-412a-afba-9e89326fa972,2023-10-17
3ab4dd22-5684-5e24-8118-e4359e937311,Process Execution From WebDAV Share,f8de9dd5-7a63-4cfd-9d0c-ae124878b5a9,2025-06-13
d07b4562-74d4-56cc-8624-40a5a9592f51,Elevated System Shell Spawned,61065c72-5d7d-44ef-bf41-6a36684b545f,2023-11-23
489511cc-f675-5b87-979d-84bba7c6c704,Curl.EXE Execution With Custom UserAgent,3286d37a-00fd-41c2-a624-a672dcd34e60,2022-01-23
d89cd08e-33f0-5d0e-b9ac-b16c0d206ced,Dynamic .NET Compilation Via Csc.EXE - Hunting,acf2807c-805b-4042-aab9-f86b6ba9cb2b,2023-08-02
a8a14b7c-ceaa-50f8-bc9b-3b33be0630ad,ClickOnce Deployment Execution - Dfsvc.EXE Child Process,241d52b5-eee0-49d0-ac8a-8b9c15c7221c,2023-06-12
af7c0099-06c7-5ba8-8d85-d2d2eb5104f1,Import New Module Via PowerShell CommandLine,4ad74d01-f48c-42d0-b88c-b31efa4d2262,2023-05-09
9b24effb-ead1-5adc-98f2-64bda02f394e,Net.EXE Execution,183e7ea8-ac4b-4c23-9aec-b3dac4e401ac,2019-01-16
a29624b9-c015-523f-89c6-1ab756956262,"Invocation Of Crypto-Classes From The ""Cryptography"" PowerShell Namespace",ad856965-f44d-42a8-945e-bbf7bd03d05a,2023-12-01
84963e3e-0cd0-55ad-98c0-4e042fc5c153,Arbitrary Command Execution Using WSL,dec44ca7-61ad-493c-bfd7-8819c5faa09b,2020-10-05
a4246dc9-f9e2-5cd0-8816-6d0cfce5bf59,Microsoft Workflow Compiler Execution,419dbf2b-8a9b-4bea-bf99-7544b050ec8d,2019-01-16
3c9b652e-eac7-565f-b928-f4deb4904b21,Tunneling Tool Execution,c75309a3-59f8-4a8d-9c2c-4c927ad50555,2019-10-24
044e7885-8cbe-5dda-870f-6410937efaef,Remote Access Tool - Action1 Arbitrary Code Execution and Remote Sessions,aa3168fb-d594-4f93-a92d-7a9ba675b766,2023-04-13
1503d4be-3f04-5f71-993e-6a4ef5ac320a,File Download Via Curl.EXE,9a517fca-4ba3-4629-9278-a68694697b81,2022-07-05
13043fef-67fd-5e39-8d18-a596134165c5,Unusually Long PowerShell CommandLine,d0d28567-4b9a-45e2-8bbc-fb1b66a1f7f6,2020-10-06
ec74b8d2-cb02-54d2-9d59-712b30956f98,Scheduled Task Creation From Potential Suspicious Parent Location,9494479d-d994-40bf-a8b1-eea890237021,2022-02-23
7bce9670-1f36-503a-8589-dbaf69889a5c,System Information Discovery Via Wmic.EXE,d85ecdd7-b855-4e6e-af59-d9c78b5b861e,2023-12-19
70ea7476-0dd3-57e7-a993-e45638832560,Potential Proxy Execution Via Explorer.EXE From Shell Process,9eb271b9-24ae-4cd4-9465-19cfc1047f3e,2020-10-05
866f5350-dbed-5830-ba8a-7c6e49d6e2e0,SC.EXE Query Execution,57712d7a-679c-4a41-a913-87e7175ae429,2021-12-06
cfd305d4-fddc-52dc-a040-1a7c8b232df9,New Windows Firewall Rule Added Via New-NetFirewallRule Cmdlet,51483085-0cba-46a8-837e-4416496d6971,2024-05-03
f9cf2ee7-2d51-58a0-bc36-779c47451f67,Cab File Extraction Via Wusa.EXE,59b39960-5f9d-4a49-9cef-1e4d2c1d0cb9,2022-08-04
b8d8fed2-adb5-58ad-8da4-eac99fa83cb6,Potentially Suspicious PowerShell Child Processes,e4b6d2a7-d8a4-4f19-acbd-943c16d90647,2022-04-26
3928b2cd-fa02-58ed-a2ad-7bc2fd99184a,DLL Call by Ordinal Via Rundll32.EXE,e79a9e79-eb72-4e78-a628-0e7e8f59e89c,2019-10-22
8a21a9f3-f0b1-59e5-a8af-ed831b330dfc,Rundll32.EXE Calling DllRegisterServer Export Function Explicitly,d81a9fc6-55db-4461-b962-0e78fea5b0ad,2023-10-17
b4290539-d6bb-5b95-850d-29fb2b6140b3,SMB over QUIC Via Net.EXE,2238d337-42fb-4971-9a68-63570f2aede4,2023-07-21
dbd35a69-925f-5f71-ada2-98621c91ed00,CMD Shell Output Redirect,4f4eaa9f-5ad4-410c-a4be-bc6132b0175a,2022-01-22
83a10b4d-dbcb-5e7c-86c8-fb065b9f8ecb,Potential Data Exfiltration Via Curl.EXE,00bca14a-df4e-4649-9054-3f2aa676bc04,2020-07-03
1ca163bb-1c4e-5c14-8560-4cacbb5381f5,WSF/JSE/JS/VBA/VBE File Execution Via Cscript/Wscript,1e33157c-53b1-41ad-bbcc-780b80b58288,2019-01-16
b231f3ce-6c29-5f8c-bfea-bbeb07470076,Password Protected Compressed File Extraction Via 7Zip,b717b8fd-6467-4d7d-b3d3-27f9a463af77,2023-03-10
8180f1cb-3fed-57c0-8d70-f01372224971,Potentially Suspicious Compression Tool Parameters,27a72a60-7e5e-47b1-9d17-909c9abafdcd,2019-10-15
d4d0766e-b9e1-5f33-bf1c-86b577bf0656,New Self Extracting Package Created Via IExpress.EXE,c2b478fc-09bf-40b2-8768-ab3ec8d61c9a,2024-02-05
fdbea681-5dfa-50dc-ac44-d9d3f82fb79e,Potential BOINC Software Execution (UC-Berkeley Signature),0090b851-3543-42db-828c-02fee986ff0b,2024-07-23
5a5ce854-8b94-5831-91ae-eb3dd172690d,CreateRemoteThread API and LoadLibrary,052ec6f6-1adc-41e6-907a-f1c813478bee,2019-08-11
df6b167f-7e7b-563a-8f53-57342707a405,Remote Thread Creation Via PowerShell,eeb2e3dc-c1f4-40dd-9bd5-149ee465ad50,2020-10-06
2f311969-8454-5c2d-a2f7-d78b0b5718e0,Remote Thread Created In Shell Application,a9d4d3fa-8fc0-41bc-80b1-30b9fda79d6f,2024-07-29
fa3f2f74-bed0-501e-84fb-ab444b93ee60,PsExec Default Named Pipe,f3f3a972-f982-40ad-b63c-bca6afdfad7c,2017-06-12
cc38f75d-d77d-53fb-9f3f-e6b8ce99ecea,Potentially Suspicious Azure Front Door Connection,8cb4d14e-776e-43c2-8fb9-91e7fcea32b4,2024-11-07
8a4904fa-7b18-5034-a698-9e8a3eec43b2,HH.EXE Initiated HTTP Network Connection,468a8cea-2920-4909-a593-0cbe1d96674a,2022-10-05
f770b882-0749-5aba-adaa-cfd02ad4ee2c,Network Connection Initiated From Users\Public Folder,bcb03938-9f8b-487d-8d86-e480691e1d71,2024-05-31
a600d322-2e29-544a-83b4-c86fdac796f2,Dfsvc.EXE Initiated Network Connection Over Uncommon Port,4c5fba4a-9ef6-4f16-823d-606246054741,2023-06-12
238a533a-61f4-58b4-9263-18eb1afd3aac,Dllhost.EXE Initiated Network Connection To Non-Local IP Address,cfed2f44-16df-4bf3-833a-79405198b277,2020-07-13
4fc00c70-4241-521f-b52a-83b23c1999fc,Msiexec.EXE Initiated Network Connection Over HTTP,8e5e38e4-5350-4c0b-895a-e872ce0dd54f,2022-01-16
4379323d-a4b5-5d2d-9c4d-55f18bfbc38b,Network Connection Initiated By PowerShell Process,1f21ec3f-810d-4b0e-8045-322202e22b4b,2017-03-13
f5137572-5072-5472-92f9-93819284537d,Dfsvc.EXE Network Connection To Non-Local IPs,3c21219b-49b5-4268-bce6-c914ed50f09c,2023-06-12
7a47eed1-6709-56f2-adc7-546d8a289935,Windows Mail App Mailbox Access Via PowerShell Script,4e485d01-e18a-43f6-a46b-ef20496fa9d3,2023-07-08
e112de40-176f-5127-b0b9-91041201883b,WinAPI Library Calls Via PowerShell Scripts,19d65a1c-8540-4140-8062-8eb00db0bba5,2023-07-21
b7602f7c-ceb5-58b5-84d4-560ec80c51b1,Potential Data Exfiltration Over SMTP Via Send-MailMessage Cmdlet,9a7afa56-4762-43eb-807d-c3dc9ffe211b,2022-09-26
c54ab154-af80-5586-a096-126f327fd473,WinAPI Function Calls Via PowerShell Scripts,9f22ccd5-a435-453b-af96-bf99cbb594d4,2023-07-21
34cc57bf-aa8a-5980-bc18-c1265ad4398e,Use Of Remove-Item to Delete File - ScriptBlock,b8af5f36-1361-4ebe-9e76-e36128d947bf,2022-01-15
b61a59fa-1d5d-5cc3-9dd6-989e0eeefbdf,SMB over QUIC Via PowerShell Script,6df07c3b-8456-4f8b-87bb-fe31ec964cae,2023-07-21
7c1a0a5a-9652-51c7-bd37-c66cf0e20241,Potential Registry Reconnaissance Via PowerShell Script,064060aa-09fb-4636-817f-020a32aa7e9e,2023-07-02
276defb8-99f1-555c-888b-bdf4d716fe70,New Windows Firewall Rule Added Via New-NetFirewallRule Cmdlet - ScriptBlock,8d31dd2e-b582-48ca-826e-dcaa2c1ca264,2024-05-10
3e291db9-5bf9-50af-a70c-b82c3a6891dd,Compress-Archive Cmdlet Execution,6dc5d284-69ea-42cf-9311-fb1c3932a69a,2019-10-21
c8088af3-33b2-5819-b041-ed3f0eb862c3,Uncommon PowerShell Hosts,d7326048-328b-4d5e-98af-86e84b17c765,2019-08-11
a5d1a73e-6557-5991-acb5-f00ad49c32dd,bXOR Operator Usage In PowerShell Command Line - PowerShell Classic,812837bb-b17f-45e9-8bd0-0ec35d2e3bd6,2020-06-29
50780dca-1ba0-5256-bc94-b961441cf4ba,Local Firewall Rules Enumeration Via NetFirewallRule Cmdlet,ea207a23-b441-4a17-9f76-ad5be47d51d3,2023-07-13
e31385a1-f284-54c2-bcfb-a3671e613ec6,DMP/HDMP File Creation,3a525307-d100-48ae-b3b9-0964699d7f97,2023-09-07
f1e077fc-1251-5467-b2b5-2099dc828c94,VsCode Code Tunnel Execution File Indicator,9661ec9d-4439-4a7a-abed-d9be4ca43b6d,2023-10-25
71b32791-9946-5f35-a48c-84d97cdf9a82,Scheduled Task Created - FileCreation,a762e74f-4dce-477c-b023-4ed81df600f9,2023-09-27
9a8c7db8-5cbe-50fc-ae2b-ff490e19e724,Creation of an Executable by an Executable,297afac9-5d02-4138-8c58-b977bac60556,2022-03-09
e675ddd6-df32-5f05-a598-cd915f6ef5d7,WebDAV Temporary Local File Creation,4c55738d-72d8-490e-a2db-7969654e375f,2023-08-21
a3cccdcc-7e6a-50a0-ba66-da75b96dd0f8,Python Path Configuration File Creation - Windows,e3652ba3-0ad8-4010-a957-b7ba369e7bac,2024-04-25
27e3ce46-c0c0-5a6b-bd4d-b2f7b5ffff5e,ADS Zone.Identifier Deleted,7eac0a16-5832-4e81-865f-0268a6d19e4b,2023-09-04
2d179fa8-5791-57c3-97d4-a7c273ca4551,Unattend.XML File Access Attempt,76a26006-0942-430b-8249-bd51d448f8e5,2024-07-22
8aab209d-2d61-5042-8b7d-0567228bc2b3,Access To Sysvol Policies Share By Uncommon Process,8344c19f-a023-45ff-ad63-a01c5396aea0,2023-12-21
3dfe8d6d-d13d-5caa-aa33-711e91cac8ee,Access To .Reg/.Hive Files By Uncommon Applications,337a31c6-46c4-46be-886a-260d7aa78cac,2023-09-15
83685764-6c98-5eab-a8a6-465a1e407889,Access To Browser Credential Files By Uncommon Applications,91cb43db-302a-47e3-b3c8-7ede481e27bf,2022-04-09
35a80362-9626-57fc-b6e4-afcfc2d415e7,Access To Chromium Browsers Sensitive Files By Uncommon Applications,c5f37810-a85f-4186-81e9-33f23abb4141,2024-07-29
54b91641-03ca-568d-a8f7-85b460561ca5,Access To Windows Outlook Mail Files By Uncommon Applications,fc3e237f-2fef-406c-b90d-b3ae7e02fa8f,2024-05-10
387765b5-e8b5-5827-adb6-f2c9f2bfd83d,Non-DLL Extension File Renamed With DLL Extension,bbfd974c-248e-4435-8de6-1e938c79c5c1,2022-02-19
3f5200b7-30fe-5f71-b280-0f7119af0842,Shell Context Menu Command Tampering,868df2d1-0939-4562-83a7-27408c4a1ada,2024-03-06
028d8f41-0d70-5ab8-9aa6-2910a7c6e88e,Microsoft Office Trusted Location Updated,a0bed973-45fa-4625-adb5-6ecdf9be70ac,2023-06-21
4f9ebf6b-f961-57e5-b4c4-5da436f0e7fe,"Registry Set With Crypto-Classes From The ""Cryptography"" PowerShell Namespace",1c2a3268-3881-414a-80af-a5b313b14c0e,2023-12-01
0f8af7a7-febd-5348-bb46-adcf30122af8,Command Executed Via Run Dialog Box - Registry,f9d091f6-f1c7-4873-a24f-050b4a02b4dd,2024-11-01
10362975-f6d3-5a5a-bbac-ba1e80dc8f6b,Service Binary in User Controlled Folder,277dc340-0540-42e7-8efb-5ff460045e07,2022-05-02
c0f8c442-674f-5f9e-a5e1-0972fdbc8ab7,Scheduled Task Created - Registry,93ff0ceb-e0ef-4586-8cd8-a6c277d738e3,2023-09-27
304a4fdc-4c31-560f-b002-39f74cc3df3a,Scheduled Task Deletion,4f86b304-3e02-40e3-aa5d-e88a167c9617,2021-01-22
c9b9d51d-4f87-5d17-b52f-5b8cb9a90abe,Access To Browser Credential Files By Uncommon Applications - Security,4b60e527-ec73-4b47-8cb3-f02ad927ca65,2024-10-21
ad41dac0-54a0-53ec-b43f-f96008a6a7f2,Firewall Rule Modified In The Windows Firewall Exception List,5570c4d9-8fdd-4622-965b-403a5a101aa0,2022-02-19
46c3ee95-dd1e-565d-bdc4-d27e44d6b3cf,Potential Remote WMI ActiveScriptEventConsumers Activity,9599c180-e3a8-4743-8f92-7fb96d3be648,2020-09-02
a4bc9890-52eb-58f5-8efa-265be33114c6,Clipboard Data Collection Via Pbpaste,d8af0da1-2959-40f9-a3e4-37a6aa1228b7,2024-07-30
9c778491-c3c3-5ed3-a3b8-ba910ab5988d,Python Path Configuration File Creation - MacOS,4f394635-13ef-4599-b677-3353e0f84f55,2024-04-25
d1c1c106-ebef-5bde-961d-4f2b742abc40,Kalambur Backdoor Curl TOR SOCKS Proxy Execution,e99375eb-3ee0-407a-9f90-79569cc6a01c,2025-02-11
4995b455-4c07-54e4-82a4-d581560a62ac,DNS Query To Katz Stealer Domains,9c3d6e32-f4c8-4d73-8b8f-95c3b383a13c,2025-05-22
86ee2e6a-2460-5dc9-aad7-90e2d154680c,DNS Query To Katz Stealer Domains - Network,6b0c762f-0e1b-435f-a829-5943b08fe36a,2025-05-22
728e4318-fa75-5750-a8ee-1cdece9d7163,Katz Stealer Suspicious User-Agent,834c6d2f-5e98-4b2a-b453-0c4f234afedd,2025-05-22
e6fab966-68e0-5a4e-bbc2-ce4a6dfbbcbf,Katz Stealer DLL Loaded,e6c7ab7c-c79d-4b84-b913-b2ec3f8e8a98,2025-05-22
7527db2d-5dae-515f-84a1-049d67b47aaf,Suspicious Process Spawned by CentreStack Portal AppPool,2d79e371-2a27-42de-87a4-b4213fc72a6a,2025-04-17
f8602508-ed1a-5f8a-afc6-2a59ee59372d,Potential Exploitation of RCE Vulnerability CVE-2025-33053 - Image Load,04fc4b22-91a6-495a-879d-0144fec5ec03,2025-06-13
1ed0d5fb-dc68-5400-a238-797ec69a7c77,Potential Exploitation of RCE Vulnerability CVE-2025-33053 - Process Access,9a2d8b3e-f5a1-4c68-9e21-7d9e1cf8a123,2025-06-13
665790f9-b42a-59c7-8fb2-59467d7f5994,Potential Exploitation of RCE Vulnerability CVE-2025-33053,abe06362-a5b9-4371-8724-ebd00cd48a04,2025-06-13
893b5f67-61f2-549b-8ac6-1bd2c3160e38,Potential SAP NetViewer Webshell Command Execution,94e12f41-6cb3-45c5-97b1-c783a7bf2e72,2025-05-14
1fc26fc7-bb37-50fa-bcb7-d30cee59b02e,Potential Java WebShell Upload in SAP NetViewer Server,639b893f-f93a-4e53-a7c8-f08cf73fe7f7,2025-05-14
e270a852-3bbb-593c-a237-156a367c23c4,Potential Notepad++ CVE-2025-49144 Exploitation,933f0bb5-0681-4fe7-8a17-4e6cccbaac44,2025-06-26
c7a0e70c-5eeb-5376-83ad-9be18ae3cadf,Potential Exploitation of CVE-2025-4427/4428 Ivanti EPMM Pre-Auth RCE,41956f7c-7a6b-46d6-b6bb-da6eb2e83fbe,2025-05-20
6116272b-17d7-5b14-8484-2fbf206aecaa,Suspicious CrushFTP Child Process,459628e3-1b00-4e9b-9e5b-7da8961aea35,2025-04-10
4fed1a6c-b1df-5081-9874-4eeda661f71b,SharePoint ToolShell CVE-2025-53770 Exploitation - Web IIS,48d053db-6a56-4866-b60d-0975647050ed,2025-07-21
e779287d-ecdf-52d6-b99a-f428edb8c57c,Potential SharePoint ToolShell CVE-2025-53770 Exploitation - File Create,ba479447-721f-42a9-9af2-6dcd517bbdb3,2025-07-21
fe4387ec-20b1-5430-a443-148d4c3e9b72,Potential SharePoint ToolShell CVE-2025-53770 Exploitation Indicators,7477881c-ec3b-49d6-aced-7255944e5c59,2025-07-21
3eab56ea-e5e9-5b2f-8999-6e592c1ca6b5,Ps.exe Renamed SysInternals Tool,18da1007-3f26-470f-875d-f77faf1cab31,2017-10-22
d3f74408-563b-5c86-91ce-a7800680bc12,Equation Group C2 Communication,881834a4-6659-4773-821e-1c151789d873,2017-04-15
98184f8b-18db-58ba-8756-0ceaca51c97a,Potential APT10 Cloud Hopper Activity,966e4016-627f-44f7-8341-f394905c361f,2017-04-07
40b16d39-8ecc-5a46-a4c9-f7e7eb0168fa,Turla Group Named Pipes,739915e4-1e70-4778-8b8a-17db02f66db1,2017-11-06
51dc303f-aeea-54af-998a-aa965f591e99,Turla PNG Dropper Service,1228f8e2-7e79-4dea-b0ad-c91f1d5016c1,2018-11-23
f19eaab6-60e6-5419-98b6-461e7f4635d3,Turla Service Install,1df8b3da-b0ac-4d8a-b7c7-6cb7c24160e4,2017-03-31
76053b04-c52d-5d84-a772-4c5a4212e391,Lazarus System Binary Masquerading,3f7f5b0b-5b16-476c-a85f-ab477f6dd24b,2020-06-03
e0c27340-2b9d-5482-b32c-4d025d599e54,Malware Shellcode in Verclsid Target Process,b7967e22-3d7e-409b-9ed5-cdae3f9243a1,2017-03-04
f4b38738-7eab-5fe9-9b88-fffbbc1e6d9c,WannaCry Ransomware Activity,41d40bff-377a-43e2-8e1b-2e543069e079,2019-01-16
85a70e27-2957-54b7-aa2d-aa0e37337fd1,Potential PlugX Activity,aeab5ec5-be14-471a-80e8-e344418305c2,2017-06-12
8997639c-466e-5495-84a3-063603ad01ee,Adwind RAT / JRAT,1fac1481-2dbc-48b2-9096-753c49b4ec71,2017-11-10
2344f760-239d-5abf-8c6c-a25be3727c9c,StoneDrill Service Install,9e987c6c-4c1e-40d8-bd85-dd26fba8fdd6,2017-03-07
83c05105-d0db-5e5f-81ac-dfc802d81b4e,Fireball Archer Install,3d4aebe0-6d29-45b2-a8a4-3dfde586a26d,2017-06-03
1168bc92-434e-5334-a87d-d00a558dac47,NotPetya Ransomware Activity,79aeeb41-8156-4fac-a0cd-076495ab82a1,2019-01-16
e9792471-b95d-5431-aae5-3e2aa78e82bb,CosmicDuke Service Installation,cb062102-587e-4414-8efa-dbe3c7bf19c6,2017-03-27
7caf6db9-fff9-50ef-86eb-dfdc4de100fe,Droppers Exploiting CVE-2017-11882,678eb5f4-8597-4be6-8be7-905e4234b53a,2017-11-23
68110f4e-9fa8-5407-b641-0c129ea3efe9,Exploit for CVE-2017-0261,864403a1-36c9-40a2-a982-4c9a45f7d833,2018-02-22
98a860be-0f96-5648-86b3-3849e2460833,Exploit for CVE-2017-8759,fdd84c68-a1f6-47c9-9477-920584f94905,2017-09-15
3c5a3fc8-4b3d-5ef9-8743-b7d08c4c57e0,Potential SocGholish Second Stage C2 DNS Query,70761fe8-6aa2-4f80-98c1-a57049c08e66,2023-02-23
ce38dd18-9dc2-55cf-8d4c-bd1f9b3b1b77,Lace Tempest Cobalt Strike Download,aa5b0a40-ed88-46aa-9fdc-0337b379ca9d,2023-11-09
7c92839c-cbce-5fed-bd30-37170eed4819,Lace Tempest Malware Loader Execution,745ea50b-9673-4ba7-9426-cb45cf4a8e6d,2023-11-09
fc085557-4915-5e2e-96dc-8efa1203e6c0,Lace Tempest PowerShell Launcher,37dc5463-f7e3-4f61-ad76-ba59cd02a651,2023-11-09
d5120618-db5e-5bb3-a0ca-dfb17e4d2fb4,Lace Tempest File Indicators,e94486ea-2650-4548-bf25-88cbd0bb32d7,2023-11-09
94d1aa88-fa8e-58be-9b38-2a3e2fe5a3c8,Lace Tempest PowerShell Evidence Eraser,b377ddab-502d-4519-9e8c-5590033d2d70,2023-11-09
ea8d4b4a-6b1d-518b-85a6-fe8478fe4b55,Peach Sandstorm APT Process Activity Indicators,2e7bbd54-2f26-476e-b4a1-ba5f1a012614,2024-01-15
da1facac-6488-51dd-ab37-afd7ac790fda,Potential Peach Sandstorm APT C2 Communication Activity,b8225208-81d0-4715-a822-12bcdd583e0f,2024-01-15
1fc2f573-2514-5b7f-b5dd-11c17aa63184,Onyx Sleet APT File Creation Indicators,2fef4fd9-7206-40d1-b4f5-ad6441d0cd9b,2023-10-24
df5306f3-4c23-56ae-8b52-0e0ad7e4c305,Mint Sandstorm - AsperaFaspex Suspicious Process Execution,91048c0d-5b81-4b85-a099-c9ee4fb87979,2023-04-20
f2213a20-70a5-532f-8e13-302e22bbdaac,Mint Sandstorm - Log4J Wstomcat Process Execution,7c97c625-0350-4f0a-8943-f6cadc88125e,2023-04-20
4a611075-eda2-51d9-a7b5-03153ced4d13,Mint Sandstorm - ManageEngine Suspicious Process Execution,58d8341a-5849-44cd-8ac8-8b020413a31b,2023-04-20
1341b788-58c9-5a00-983e-5a95e13c765a,Diamond Sleet APT Process Activity Indicators,b5495d8d-24ad-4a44-8caf-ceae9a07a5c2,2023-10-24
4cd96fd6-6f7a-530b-92a3-5bc3c8aae903,Diamond Sleet APT DNS Communication Indicators,fba38e0f-4607-4344-bb8f-a4b50cdeef7f,2023-10-24
